sample_index,dataset,model,draft_model,temperature,block_size,method,tree_budget,num_input_tokens,num_output_tokens,time_to_first_token_ms,time_per_output_token_ms,tokens_per_second,total_decode_time_seconds,decode_rounds,mean_acceptance_length,speedup_vs_baseline,stage_commit_seconds,stage_draft_seconds,stage_tree_build_seconds,stage_tree_build_copy_seconds,stage_tree_build_heap_seconds,stage_tree_build_visibility_seconds,stage_tree_compile_seconds,stage_verify_seconds
1,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb1024,1024,78,238,38.1989429999976,9.013067142856789,110.95002224548382,2.1451099799999156,23,10.434782608695652,4.0789647083738005,0.05198194899958253,0.17257411699984004,0.11587877199963259,0.007901901999503025,0.07946916700052498,0.022811461999936,0.007961676001059459,1.7913787409997894
2,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,baseline,,96,438,37.78704299998026,36.818185251141465,27.160491294692402,16.12636513999996,437,1,1.0,0.1081445669990444,0.0,0.0,0.0,0.0,0.0,0.0,15.94507308300058
2,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,dflash,,96,452,37.78620299999602,5.913123971239117,169.11534492831652,2.672732035000081,54,8.38888888888889,6.226520098381444,0.02758367999967959,0.41670805000035216,0.0,0.0,0.0,0.0,0.0,2.2184491240009265
2,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb16,16,96,452,37.74675200020283,5.651558668141439,176.94233727717068,2.5545045179999306,51,8.882352941176471,6.514695752640824,0.09717446999979984,0.3912951150002755,0.024636488999931316,0.016732560999571433,0.003373162999196211,0.0010666590019354771,0.012554674000057275,2.017531836001808
2,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb32,32,96,452,37.74485199983246,4.982479783185746,200.70327297155842,2.252080861999957,45,10.066666666666666,7.389530284777251,0.0866193649987963,0.3444891870014999,0.024256432000356654,0.01410690600118869,0.0052201529999820195,0.0016275200011932611,0.011131838000210337,1.77560772099946
2,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb64,64,96,438,37.76463300005162,4.968942226027384,201.2500758736914,2.176396694999994,43,10.209302325581396,7.409662575323845,0.082921747999535,0.3292508240008374,0.028864876000170625,0.013390837999850191,0.009300193000399304,0.0027740870004890894,0.010646203999840509,1.71515752099981
2,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb128,128,96,452,37.684901000147875,4.535630305309673,220.47652314813703,2.0501048979999723,41,11.048780487804878,8.117545472795689,0.07987986300008743,0.31310597200013035,0.03834875100096724,0.012739864999730344,0.016757833999918148,0.0050922909999826516,0.010319140000092375,1.5993222740000874
2,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb256,256,96,452,38.024917000029745,4.413288935841118,226.58838216524168,1.9948065990001853,39,11.615384615384615,8.342573030316307,0.078493468999568,0.2965570869992007,0.05841847299939218,0.01270334100013315,0.03182728599995244,0.00953061699965474,0.010338534000538857,1.5422507810005754
2,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb512,512,96,452,37.76626299986674,4.742237013274401,210.87094491498726,2.1434911300000294,38,11.921052631578947,7.763885513963248,0.07879026500017972,0.2881274350006606,0.09893934300043838,0.01253106499984824,0.06208613199987667,0.0183810040005028,0.010747719999699257,1.6583058770015668
2,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb1024,1024,96,452,37.752081999997245,7.9577753694691,125.66326059373483,3.5969144670000333,38,11.921052631578947,4.626693207802594,0.08609052700057873,0.2893478849996427,0.19117732300014723,0.013000368999882994,0.1304135860000315,0.03842168999972273,0.013627986000074088,3.008017366999411
3,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,baseline,,96,326,37.76343100003032,36.906535963190336,27.095471680067053,12.03153072400005,325,1,1.0,0.08061141600228439,0.0,0.0,0.0,0.0,0.0,0.0,11.896319158001234
3,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,dflash,,96,326,38.364381999826946,6.259300944785213,159.7622496220007,2.0405321079999794,41,7.975609756097561,5.89627121123456,0.021845651999456095,0.315600503000951,0.0,0.0,0.0,0.0,0.0,1.6953620280007726
3,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb16,16,96,312,38.46813400014071,5.451543076923406,183.43430215805114,1.7008814400001029,34,9.205882352941176,6.769924669478837,0.06499867899947276,0.2583190749996902,0.01599170699955721,0.01060629899984633,0.0022665230012535176,0.0007266479994996189,0.00841965200015693,1.3456032970000251
3,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb32,32,96,311,37.85802900006274,4.650917627010026,215.0113332888414,1.446435382000118,29,10.758620689655173,7.935323504518129,0.05538345000059053,0.21937546499998462,0.015646948000267002,0.009109801999784395,0.0033916709996901773,0.0010654599991539726,0.007165518000419979,1.1423304179998013
3,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb64,64,96,325,37.887231000013344,4.833033366153709,206.90939297111325,1.5707358439999553,31,10.451612903225806,7.636308952810274,0.059767860999500044,0.23522775499941417,0.0208792630003245,0.009639564000053724,0.006763875999922675,0.002043408999725216,0.0077229569992596225,1.2402093810001134
3,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb128,128,96,326,37.791008999874975,4.739705263803422,210.98358322760782,1.5451439159999154,31,10.516129032258064,7.786673202032469,0.060244208000085564,0.2346313259999988,0.029029853999873012,0.009545476000539566,0.012787225999318252,0.0038779079998221277,0.007749032000447187,1.2065739369998028
3,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb256,256,96,326,37.679625000009764,4.88633883128805,204.65220168458882,1.5929464589999043,31,10.548387096774194,7.553003841418359,0.062167295000108425,0.23572338899998613,0.047042105000400625,0.010260400000106529,0.025558259999797883,0.007613748000039777,0.008134080999298021,1.2328200560000369
3,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb512,512,96,326,38.15499699999236,5.339477288343831,187.28425012369974,1.7406695960000889,31,10.548387096774194,6.912012912529458,0.0645108749999963,0.23410806900119496,0.08104851600000984,0.010283408000077543,0.05087215500066122,0.014964914000529461,0.008726405000743398,1.3452926979998665
3,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb1024,1024,96,312,37.677665999808596,8.118322041666168,123.17816352537359,2.5329164769998442,27,11.62962962962963,4.546079322028941,0.06115473699924223,0.20271529000024202,0.13487292499894465,0.009223590999908993,0.09241283300025316,0.026672121000274274,0.009597977001249092,2.118364703999532
4,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,baseline,,91,239,38.18070800002715,36.775215230125916,27.192226986092773,8.789276440000094,238,1,1.0,0.0588337030008006,0.0,0.0,0.0,0.0,0.0,0.0,8.690414385001304
4,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,dflash,,91,239,38.172696999936306,6.647252280334664,150.43809950743344,1.5886932949999846,32,7.5,5.5323934881969645,0.01701287099945148,0.24440149699944413,0.0,0.0,0.0,0.0,0.0,1.3211492329999146
4,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb16,16,91,239,38.732740999876114,6.490915807531588,154.06146523109615,1.5513288780000494,31,7.741935483870968,5.665643542542122,0.05911494399924777,0.2347136070002307,0.014636809999501565,0.0097022380002727,0.00211595499968098,0.0006526039999243949,0.007697485000107918,1.228252852000196
4,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb32,32,91,324,38.22718899982647,4.9371831604938405,202.54464286473325,1.5996473440000045,32,10.15625,7.448622835059553,0.061325503000489334,0.2428874179995546,0.01712983700008408,0.00998868400029096,0.003693641001063952,0.0011378820004210866,0.007946644000867309,1.2632544149994374
4,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb64,64,91,239,38.32412899987503,5.0642701966530295,197.46181802481607,1.210360577000074,24,10,7.261700857594568,0.046947931999284265,0.180349883999952,0.016244919000428126,0.007527707000690498,0.005247916000598707,0.0015455659995495807,0.005923815999722137,0.9555098929999986
4,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb128,128,91,324,38.22172800005319,4.612504975308397,216.801934166616,1.4944516119999207,30,10.833333333333334,7.972937791284894,0.058583548000797236,0.22662624499980666,0.028050088999862055,0.009312256000157504,0.012272715998960848,0.003734122999730971,0.007550568998794915,1.1668915870002365
4,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb256,256,91,323,38.21565799989912,4.585980826625339,218.05586150604657,1.4812718069999846,29,11.172413793103448,8.019051239075392,0.05783967200022744,0.21931199300024673,0.04249383699948339,0.009502588999566797,0.022893571999929918,0.006874852999771974,0.007597275999387421,1.1474933719996443
4,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb512,512,91,239,38.18513700002768,5.093092573222093,196.3443596642423,1.2172491250000803,22,10.909090909090908,7.220606085873764,0.04553427099972396,0.1639362500000061,0.05629101300041839,0.00728146000005836,0.03509797500009881,0.010497435000161204,0.0061031809996165975,0.940296696000587
4,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb1024,1024,91,239,38.300769999978,8.591570016737192,116.39316190776603,2.0533852340001886,22,10.909090909090908,4.280383580472989,0.04963746099997479,0.16544150900017485,0.1078213579999101,0.007560797000223829,0.07349468500069634,0.021429568000030486,0.007571261999828494,1.7178559619999305
5,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,baseline,,94,347,37.92625100004443,36.83720795677234,27.146465638043964,12.782511161000002,346,1,1.0,0.08554614699914964,0.0,0.0,0.0,0.0,0.0,0.0,12.638762613000154
5,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,dflash,,94,406,37.872349999815924,10.787805965516867,92.69725495587257,4.379849221999848,88,4.625,3.414708057831423,0.04845452399877104,0.685252039000261,0.0,0.0,0.0,0.0,0.0,3.629744885000264
5,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb16,16,94,345,37.73948599996402,9.15648755652172,109.21218358318511,3.158988206999993,63,5.492063492063492,4.023071918066988,0.11976278500037552,0.48555631200065363,0.029372597000019596,0.019828891999395637,0.00400429399951463,0.0012736190001305658,0.015474461000394513,2.4949870230000215
5,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb32,32,94,387,38.338921999866216,8.29430575710598,120.5646414883211,3.209896328000014,64,6.0625,4.441264770738987,0.12227355100026216,0.49453195599903665,0.034107905001064864,0.020148366001194518,0.007146310000280209,0.0022671599999739556,0.015870354000981024,2.5290374539995355
5,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb64,64,94,387,37.785247999863714,7.86190294573643,127.19566838996754,3.0425564399999985,60,6.466666666666667,4.6855332876818885,0.11521358800087,0.4628054400002384,0.03968416399993657,0.018649022999397857,0.012481026000386919,0.0038674850002280436,0.0148721459997887,2.396578721001106
5,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb128,128,94,346,37.830398000096466,7.365632228323987,135.76567075322808,2.5485087510000994,51,6.803921568627451,5.001228246927346,0.09868417500069881,0.39153575700038346,0.046894346000499354,0.015813459999208135,0.02032187299960242,0.0062167790006242285,0.012846694999325337,1.9872090300004857
5,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb256,256,94,346,37.728645000015604,7.098187017341012,140.88104435075888,2.4559727079999902,48,7.229166666666667,5.189664327916172,0.09566428199991606,0.3673399430006157,0.07032836399980624,0.01566099700153245,0.03784716200061666,0.011437901000363127,0.012523613999974259,1.8993787699998848
5,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb512,512,94,394,37.716147000082856,7.707991121827054,129.73548933758585,3.036948501999859,54,7.314814814814815,4.7790932001022695,0.1116664930011666,0.4141721979990507,0.13815807299943117,0.017954563000103008,0.08610956800021086,0.02561397699992085,0.015103639001154079,2.3458767430006446
5,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb1024,1024,94,387,37.77221800010011,11.939323488372052,83.75683940333136,4.620518189999984,49,7.938775510204081,3.085368110902501,0.11041672999976981,0.3765258519999861,0.24175263599931895,0.01671995500032608,0.16502659100024175,0.0478520150006716,0.0169198229984886,3.8638226330003818
6,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,baseline,,70,243,38.020594000045094,36.690813572016694,27.254778584759396,8.915867698000056,242,1,1.0,0.05968855699984488,0.0,0.0,0.0,0.0,0.0,0.0,8.81551829100249
6,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,dflash,,70,243,38.17046700009996,9.0315326008229,110.72317891084022,2.194662421999965,44,5.545454545454546,4.062523515518689,0.023968238000406927,0.3407703749992379,0.0,0.0,0.0,0.0,0.0,1.8215836500000933
6,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb16,16,70,243,38.14813700000741,7.6045603621399325,131.50004107779858,1.8479081680000036,37,6.594594594594595,4.824843491898045,0.07038019400010853,0.28144754500044655,0.01728774500088548,0.011596956999710528,0.002431691000083447,0.0007548690000476199,0.009124271000246154,1.4614042800010338
6,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb32,32,70,243,38.12476600000991,7.188598921810407,139.10916589962648,1.746829537999929,35,6.9714285714285715,5.104028472181937,0.06804134000049089,0.2663854759998685,0.01861923000024035,0.010905932001151086,0.003978709000421077,0.0012280920004741347,0.008708303000730666,1.3772497960012515
6,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb64,64,70,243,38.08268400007364,6.451015497943122,155.01435399106475,1.5675967660001788,31,7.870967741935484,5.687602763272759,0.059444205999398037,0.23526356500019574,0.020606938000582886,0.009714247000374598,0.00643656700003703,0.002011975000186794,0.007624589000442938,1.2376342659995316
6,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb128,128,70,243,38.38909199998852,6.569536559671014,152.21773878827116,1.5963973840000563,32,7.625,5.584992676234392,0.062402765999877374,0.24248579800041625,0.02976065299912989,0.009879408000415424,0.013100966999218144,0.0038575690007291996,0.007915327000091565,1.2467395960004524
6,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb256,256,70,243,38.192037000044365,6.517213584362035,153.43980783436135,1.5836829009999747,31,7.870967741935484,5.629831383776619,0.0617131740007153,0.23454855600039082,0.045562000000472835,0.010103044000743466,0.02459686900010638,0.007372228000576797,0.008111810999935187,1.2267759380001735
6,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb512,512,70,243,38.11119400006646,6.586317131687145,151.82991951434335,1.6004750629999762,29,8.413793103448276,5.570763271555071,0.06014248099950237,0.21835733699981574,0.07435587900022256,0.009654998001224158,0.04633093799998278,0.013785174000304323,0.008054945999447227,1.2330293140005324
6,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb1024,1024,70,243,38.169487000004665,10.73096548148193,93.18825987518707,2.6076246120001088,28,8.714285714285714,3.4191530701811326,0.0633568380003453,0.21117875399977493,0.13914904900002512,0.009604597000816284,0.09520275199975003,0.02729135000072347,0.009654883000166592,2.1778505960000984
7,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,baseline,,81,231,38.3183009998902,36.71181881818129,27.2391843333231,8.480430146999879,230,1,1.0,0.057020231998876625,0.0,0.0,0.0,0.0,0.0,0.0,8.384574797998312
7,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,dflash,,81,220,38.17938800011689,8.103553681819035,123.40265015379354,1.7827818100001875,36,6.138888888888889,4.530335734129481,0.019264999999450083,0.2751299430008203,0.0,0.0,0.0,0.0,0.0,1.4815555570003198
7,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb16,16,81,231,38.642549000087456,7.365461095238155,135.76882520586662,1.7014215130000139,34,6.823529411764706,4.984320512115101,0.0646531679999498,0.25801678599941624,0.01595150699995429,0.01071293700078968,0.002206887000511415,0.0007046169996556273,0.008356313000149385,1.3469161760003772
7,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb32,32,81,226,38.2294890000594,7.063874004425047,141.5653789087357,1.5964355250000608,32,7.09375,5.197122541424688,0.061069102999908864,0.24271266099958666,0.01689595299899338,0.00995702699992762,0.0035450870000204304,0.001132023000764093,0.00787552099950517,1.2607279640001252
7,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb64,64,81,226,38.22938799999065,6.9566951858411485,143.74641597568973,1.5722131120000995,31,7.32258064516129,5.277192379062443,0.05931892799981142,0.23574215700068635,0.020680149999861897,0.009801502999607692,0.006461520000584642,0.0019994609999685053,0.007597746999863375,1.2418677510006546
7,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb128,128,81,220,38.39985300010085,5.895410336364131,169.62347706855783,1.296990274000109,26,8.5,6.227186357450824,0.050450377999823104,0.19585298099991633,0.023930413001153283,0.008009737999827848,0.01040304499974809,0.003213224999853992,0.0064895110003817535,1.0144312690006245
7,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb256,256,81,220,38.285878999886336,5.8060155909092,172.2351558211031,1.277323430000024,25,8.84,6.3230658346255595,0.04977209499952551,0.18745979499954046,0.03681789599932017,0.008178621999832103,0.01990167200005999,0.005938054000125703,0.0064770090002639336,0.991104029999633
7,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb512,512,81,220,38.28197000007094,6.266706036363054,159.57346558102796,1.378675327999872,25,8.84,5.858232156599987,0.05178114699992875,0.1876914520007631,0.06385080699988066,0.008295564000036393,0.039768605000290336,0.011821629999985817,0.007018131000677386,1.0626867340004083
7,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb1024,1024,81,220,38.41136299979553,10.578954777272221,94.52729698291134,2.327370050999889,25,8.84,3.4702690002090564,0.056541990000141595,0.1876369399997202,0.12369391800029916,0.00877121200073816,0.08428487899959691,0.02431342000090808,0.008622359000128199,1.945085396999275
8,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,baseline,,64,344,38.02284400012468,36.88561883430254,27.11083700377095,12.688652879000074,343,1,1.0,0.08466745099917716,0.0,0.0,0.0,0.0,0.0,0.0,12.546449318998839
8,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,dflash,,64,344,37.72336100018947,7.501466822674935,133.30726158479652,2.5805045870001777,52,6.634615384615385,4.917120838661466,0.02813884100055475,0.4015068039996095,0.0,0.0,0.0,0.0,0.0,2.1411524990005546
8,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb16,16,64,344,38.370536000002176,6.412515328487998,155.94504633110785,2.205905272999871,44,7.840909090909091,5.752129538066893,0.08395011600055113,0.3369449080000777,0.020624649999717803,0.013861994999842864,0.002880844000628713,0.0009035129992298607,0.010908617000040977,1.7437080450004032
8,gsm8k,Qwen/Qwen3-4B,z-lab/Qwen3-4B-DFlash-b16,0.0,16,ddtree_tb32,32,64,344,37.60744800001703,6.106698819767744,163.75459630708184,2.100704394000104,42,8.214285714285714,6.040189621748107,0.08023671400087551,0.3214897679997648,0.022483280999267663,0.013303690999919127,0.004694324999036326,0.0014814270007263985,0.010372726999321458,1.6567234200001622
